pair_id,model,prompt,resp_row,ref_row,kind,domain,note,P_raw,R_raw,F1_raw,P_rescaled,R_rescaled,F1_rescaled
6042,Gemini,Structured,17,12,permuted_domain,Mathematics,,0.83883643,0.8709161,0.85457534,0.04350653,0.23395047,0.13834803
6043,Gemini,Structured,18,18,correct,Mathematics,,0.86628497,0.84382385,0.8549069,0.2064115,0.07317107,0.14031266
6044,Gemini,Structured,18,109,permuted_global,Mathematics,,0.78421164,0.86364055,0.8220118,-0.28068745,0.19077346,-0.05459319
6045,Gemini,Structured,18,13,permuted_domain,Mathematics,,0.77439773,0.8558716,0.81309885,-0.33893225,0.14466867,-0.10740326
6046,Gemini,Structured,19,19,correct,Mathematics,,0.8014481,0.8853258,0.8413015,-0.17839032,0.31946474,0.059699558
6047,Gemini,Structured,19,292,permuted_global,Mathematics,,0.74472916,0.80686235,0.7745517,-0.5150129,-0.1461773,-0.33579805
6048,Gemini,Structured,19,6,permuted_domain,Mathematics,,0.76646894,0.86803955,0.81409836,-0.38598898,0.21687937,-0.10148109
6049,Gemini,Structured,20,20,correct,Mathematics,,0.84270644,0.8688721,0.8555893,0.06647474,0.22182019,0.14435565
6050,Gemini,Structured,20,38,permuted_global,Mathematics,,0.78444934,0.8133303,0.7986288,-0.2792767,-0.10779326,-0.19313933
6051,Gemini,Structured,20,16,permuted_domain,Mathematics,,0.7759231,0.792714,0.7842286,-0.32987943,-0.23014085,-0.2784615
6052,Gemini,Structured,21,21,correct,Mathematics,,0.83373016,0.848802,0.8411986,0.013201206,0.10271377,0.05909
6053,Gemini,Structured,21,143,permuted_global,Mathematics,,0.8008166,0.79510665,0.79795146,-0.1821383,-0.21594165,-0.19715267
6054,Gemini,Structured,21,17,permuted_domain,Mathematics,,0.8132154,0.83894247,0.8258786,-0.108552486,0.044202458,-0.03168216
6055,Gemini,Structured,22,22,correct,Computer Science,,0.85810995,0.86000204,0.859055,0.15789339,0.1691807,0.16489026
6056,Gemini,Structured,22,384,permuted_global,Computer Science,,0.8004479,0.7791829,0.78967226,-0.18432659,-0.31044123,-0.24620757
6057,Gemini,Structured,22,38,permuted_domain,Computer Science,,0.817649,0.8161869,0.8169173,-0.08223922,-0.09084066,-0.08477865
6058,Gemini,Structured,23,23,correct,Computer Science,,0.863827,0.8781934,0.87095094,0.19182359,0.27713737,0.23537467
6059,Gemini,Structured,23,166,permuted_global,Computer Science,,0.8073015,0.8017192,0.8045007,-0.14365076,-0.17669947,-0.15834793
6060,Gemini,Structured,23,83,permuted_domain,Computer Science,,0.823262,0.85205597,0.8374115,-0.048926674,0.12202465,0.03665115
6061,Gemini,Structured,24,24,correct,Computer Science,,0.8646472,0.8820565,0.8732651,0.19669153,0.30006295,0.24908619
6062,Gemini,Structured,24,237,permuted_global,Computer Science,,0.8068402,0.8244014,0.8155263,-0.14638877,-0.042091783,-0.09302039
6063,Gemini,Structured,24,89,permuted_domain,Computer Science,,0.80224913,0.8742776,0.83671606,-0.17363629,0.2538991,0.032530457
6064,Gemini,Structured,25,25,correct,Computer Science,,0.82129586,0.8229183,0.8221063,-0.060595438,-0.050893154,-0.05403343
6065,Gemini,Structured,25,396,permuted_global,Computer Science,,0.79132044,0.77270263,0.78190076,-0.23849723,-0.3488985,-0.29225424
6066,Gemini,Structured,25,49,permuted_domain,Computer Science,,0.80149543,0.82378435,0.812487,-0.17810945,-0.04575354,-0.11102847
6067,Gemini,Structured,26,26,correct,Computer Science,,0.8263673,0.844199,0.83518803,-0.030496702,0.07539741,0.023476794
6068,Gemini,Structured,26,320,permuted_global,Computer Science,,0.7652134,0.842985,0.8022187,-0.39344072,0.06819275,-0.1718691
6069,Gemini,Structured,26,69,permuted_domain,Computer Science,,0.7977462,0.86265486,0.82893175,-0.20036097,0.18492392,-0.0135921445
6070,Gemini,Structured,27,27,correct,Computer Science,,0.8844058,0.9278139,0.90559,0.3139572,0.5716108,0.4406137
6071,Gemini,Structured,27,30,permuted_global,Computer Science,,0.83488566,0.85746413,0.8460243,0.020058984,0.15411948,0.087682344
6072,Gemini,Structured,27,42,permuted_domain,Computer Science,,0.7947363,0.83447695,0.81412196,-0.21822423,0.017701782,-0.10134124
6073,Gemini,Structured,28,28,correct,Computer Science,,0.86879396,0.910975,0.8893846,0.2213022,0.47168013,0.34459567
6074,Gemini,Structured,28,302,permuted_global,Computer Science,,0.7811963,0.77253103,0.7768395,-0.29858327,-0.34991688,-0.32224265
6075,Gemini,Structured,28,40,permuted_domain,Computer Science,,0.8299792,0.83829,0.8341139,-0.009060574,0.04033024,0.017112464
6076,Gemini,Structured,29,29,correct,Computer Science,,0.8675107,0.9070544,0.886842,0.21368599,0.44841355,0.32953048
6077,Gemini,Structured,29,13,permuted_global,Computer Science,,0.7795293,0.8069994,0.7930265,-0.30847692,-0.14536409,-0.22633338
6078,Gemini,Structured,29,47,permuted_domain,Computer Science,,0.8059093,0.8656206,0.83469844,-0.15191363,0.20252417,0.020575922
6079,Gemini,Structured,30,30,correct,Computer Science,,0.86811674,0.9166461,0.89172167,0.2172829,0.50533557,0.35844278
6080,Gemini,Structured,30,74,permuted_global,Computer Science,,0.8178346,0.85907453,0.8379474,-0.08113764,0.1636764,0.039826427
6081,Gemini,Structured,30,84,permuted_domain,Computer Science,,0.82094496,0.8691659,0.8443675,-0.06267796,0.2235637,0.077865854
6082,Gemini,Structured,31,31,correct,Computer Science,,0.85713017,0.8629031,0.8600069,0.15207846,0.18639718,0.17053062
6083,Gemini,Structured,31,173,permuted_global,Computer Science,,0.8074814,0.7962715,0.8018373,-0.14258313,-0.20902881,-0.17412862
6084,Gemini,Structured,31,26,permuted_domain,Computer Science,,0.8109588,0.82306135,0.8169653,-0.12194507,-0.050044216,-0.08449435
6085,Gemini,Structured,32,32,correct,Computer Science,,0.8541443,0.897014,0.8750544,0.13435741,0.38882867,0.2596881
6086,Gemini,Structured,32,177,permuted_global,Computer Science,,0.81359786,0.8107584,0.81217563,-0.10628248,-0.123056106,-0.11287339
6087,Gemini,Structured,32,33,permuted_domain,Computer Science,,0.8182589,0.8292803,0.82373273,-0.07861966,-0.013137677,-0.0443967
6088,Gemini,Structured,33,33,correct,Computer Science,,0.88137877,0.89692134,0.88908213,0.29599205,0.38827863,0.34280336
6089,Gemini,Structured,33,14,permuted_global,Computer Science,,0.80271363,0.7367244,0.76830465,-0.17087953,-0.56241184,-0.37281224
6090,Gemini,Structured,33,58,permuted_domain,Computer Science,,0.8297106,0.88250935,0.85529596,-0.010654567,0.30275056,0.14261775
6091,Gemini,Structured,34,34,correct,Computer Science,,0.85072756,0.85067284,0.8507002,0.11407946,0.11381648,0.11538755
6092,Gemini,Structured,34,47,permuted_global,Computer Science,,0.8077961,0.8710134,0.8382145,-0.14071535,0.23452774,0.041408945
6093,Gemini,Structured,34,23,permuted_domain,Computer Science,,0.8279489,0.8650174,0.8460773,-0.021109972,0.19894448,0.08799666
6094,Gemini,Structured,35,35,correct,Computer Science,,0.85295373,0.8885677,0.8703966,0.12729163,0.3387038,0.23209028
6095,Gemini,Structured,35,319,permuted_global,Computer Science,,0.8045299,0.82457143,0.81442744,-0.16010009,-0.04108261,-0.099531285
6096,Gemini,Structured,35,68,permuted_domain,Computer Science,,0.7876718,0.85248715,0.8187988,-0.26015162,0.12458349,-0.073630735
6097,Gemini,Structured,36,36,correct,Computer Science,,0.8641254,0.91162705,0.8872409,0.19359446,0.47554988,0.33189383
6098,Gemini,Structured,36,77,permuted_global,Computer Science,,0.8068849,0.8827656,0.84312135,-0.14612345,0.30427122,0.0704823
6099,Gemini,Structured,36,74,permuted_domain,Computer Science,,0.83647966,0.9114463,0.87235534,0.029519293,0.47447702,0.24369588
6100,Gemini,Structured,37,37,correct,Computer Science,,0.87243235,0.89196813,0.88209206,0.24289575,0.3588838,0.30138665
6101,Gemini,Structured,37,172,permuted_global,Computer Science,,0.81652,0.7964697,0.8063702,-0.08893993,-0.20785268,-0.147271
6102,Gemini,Structured,37,90,permuted_domain,Computer Science,,0.8070779,0.8491888,0.82759804,-0.14497802,0.105009444,-0.021494497
6103,Gemini,Structured,38,38,correct,Computer Science,,0.8574494,0.9023417,0.879323,0.15397315,0.42044598,0.28497982
6104,Gemini,Structured,38,325,permuted_global,Computer Science,,0.7793959,0.81657755,0.7975536,-0.30926862,-0.08852235,-0.19951002
6105,Gemini,Structured,38,45,permuted_domain,Computer Science,,0.81213164,0.8827125,0.8459524,-0.11498435,0.30395606,0.08725643
6106,Gemini,Structured,39,39,correct,Computer Science,,0.8665056,0.907115,0.8863454,0.20772107,0.44877294,0.32658795
6107,Gemini,Structured,39,34,permuted_global,Computer Science,,0.82311046,0.8111186,0.81707054,-0.049825903,-0.12091855,-0.08387067
6108,Gemini,Structured,39,75,permuted_domain,Computer Science,,0.80011106,0.8449049,0.8218981,-0.18632562,0.079586565,-0.05526702
6109,Gemini,Structured,40,40,correct,Computer Science,,0.8738326,0.9057829,0.88952094,0.251206,0.44086754,0.34540334
6110,Gemini,Structured,40,63,permuted_global,Computer Science,,0.80446076,0.83550113,0.8196872,-0.16051044,0.023779828,-0.068366855
6111,Gemini,Structured,40,85,permuted_domain,Computer Science,,0.81546783,0.8202043,0.81782925,-0.09518431,-0.06699929,-0.07937527
6112,Gemini,Structured,41,41,correct,Computer Science,,0.88280034,0.9370407,0.9091122,0.30442896,0.62636733,0.4614831
6113,Gemini,Structured,41,187,permuted_global,Computer Science,,0.8116276,0.8224814,0.81701845,-0.11797565,-0.053485952,-0.084179334
6114,Gemini,Structured,41,72,permuted_domain,Computer Science,,0.81164193,0.85552424,0.8330055,-0.11789075,0.14260717,0.010545063
6115,Gemini,Structured,42,42,correct,Computer Science,,0.8033267,0.8762663,0.83821267,-0.16724086,0.26570112,0.041398
6116,Gemini,Structured,42,228,permuted_global,Computer Science,,0.8071039,0.8160822,0.8115682,-0.14482379,-0.09146216,-0.11647246
6117,Gemini,Structured,42,48,permuted_domain,Computer Science,,0.78054404,0.83080757,0.8048919,-0.30245435,-0.0040741973,-0.15603013
6118,Gemini,Structured,43,43,correct,Computer Science,,0.8442581,0.90037423,0.8714137,0.07568389,0.40876988,0.23811664
6119,Gemini,Structured,43,91,permuted_global,Computer Science,,0.8178779,0.8391339,0.8283696,-0.08088082,0.04533862,-0.016922815
6120,Gemini,Structured,43,55,permuted_domain,Computer Science,,0.82653314,0.86329,0.8445118,-0.029512573,0.1886932,0.07872086
6121,Gemini,Structured,44,44,correct,Computer Science,,0.8299845,0.9162164,0.87097126,-0.0090290895,0.5027852,0.2354951
6122,Gemini,Structured,44,2,permuted_global,Computer Science,,0.79816073,0.81027246,0.80417097,-0.19790064,-0.12594002,-0.16030163
6123,Gemini,Structured,44,80,permuted_domain,Computer Science,,0.81029606,0.86240333,0.835538,-0.12587841,0.1834312,0.025550561
6124,Gemini,Structured,45,45,correct,Computer Science,,0.83112466,0.9296255,0.87761986,-0.002262225,0.5823619,0.27488855
6125,Gemini,Structured,45,66,permuted_global,Computer Science,,0.8173492,0.8308033,0.82402134,-0.08401857,-0.004099665,-0.042686686
6126,Gemini,Structured,45,71,permuted_domain,Computer Science,,0.8134875,0.85293525,0.8327444,-0.10693727,0.12724279,0.008998213
6127,Gemini,Structured,46,46,correct,Computer Science,,0.8239232,0.93193346,0.87460625,-0.045002535,0.5960584,0.2570327
6128,Gemini,Structured,46,138,permuted_global,Computer Science,,0.79670745,0.80897796,0.8027958,-0.20652574,-0.13362221,-0.16844943
6129,Gemini,Structured,46,56,permuted_domain,Computer Science,,0.7985669,0.85290956,0.8248441,-0.1954902,0.12709033,-0.03781164
6130,Gemini,Structured,47,47,correct,Computer Science,,0.8326539,0.9202225,0.8742508,0.0068135597,0.52655977,0.2549268
6131,Gemini,Structured,47,107,permuted_global,Computer Science,,0.8186736,0.82091963,0.81979513,-0.07615827,-0.062754236,-0.06772728
6132,Gemini,Structured,47,51,permuted_domain,Computer Science,,0.8252016,0.86644405,0.84532005,-0.037415326,0.20741087,0.083509736
6133,Gemini,Structured,48,48,correct,Computer Science,,0.79501706,0.8760116,0.83355147,-0.21655807,0.26418966,0.013780027
6134,Gemini,Structured,48,285,permuted_global,Computer Science,,0.79107213,0.84824955,0.8186637,-0.23997095,0.099435456,-0.074431
6135,Gemini,Structured,48,28,permuted_domain,Computer Science,,0.8197204,0.8470996,0.8331851,-0.06994573,0.09261105,0.01160914
6136,Gemini,Structured,49,49,correct,Computer Science,,0.8139732,0.90324223,0.85628736,-0.10405492,0.42579004,0.14849189
6137,Gemini,Structured,49,392,permuted_global,Computer Science,,0.8049036,0.84467906,0.8243118,-0.15788208,0.0782463,-0.04096573
6138,Gemini,Structured,49,52,permuted_domain,Computer Science,,0.8175751,0.8419305,0.8295741,-0.08267786,0.061935015,-0.009786118
6139,Gemini,Structured,50,50,correct,Computer Science,,0.8012416,0.8411968,0.82073313,-0.17961606,0.05758067,-0.062169574
6140,Gemini,Structured,50,368,permuted_global,Computer Science,,0.7811723,0.82653683,0.8032145,-0.29872584,-0.029418902,-0.16596882
6141,Gemini,Structured,50,37,permuted_domain,Computer Science,,0.82371455,0.82362145,0.82366794,-0.046240658,-0.046720266,-0.044780582
6142,Gemini,Structured,51,51,correct,Computer Science,,0.8490604,0.9089453,0.8779829,0.1041851,0.4596351,0.27703968
6143,Gemini,Structured,51,255,permuted_global,Computer Science,,0.81083477,0.8002984,0.80553216,-0.12268122,-0.18513119,-0.15223646
6144,Gemini,Structured,51,36,permuted_domain,Computer Science,,0.834085,0.845193,0.83960223,0.0153070735,0.081296474,0.049631264
6145,Gemini,Structured,52,52,correct,Computer Science,,0.8507048,0.91949654,0.883764,0.11394433,0.52225137,0.3112932
6146,Gemini,Structured,52,277,permuted_global,Computer Science,,0.8099139,0.80654395,0.8082254,-0.12814665,-0.1480669,-0.13627885
6147,Gemini,Structured,52,22,permuted_domain,Computer Science,,0.8341658,0.84847176,0.8412579,0.015786758,0.10075414,0.059441395
6148,Gemini,Structured,53,53,correct,Computer Science,,0.84134513,0.9147234,0.8765012,0.05839547,0.49392512,0.26826042
6149,Gemini,Structured,53,257,permuted_global,Computer Science,,0.8097426,0.83233786,0.82088476,-0.12916297,0.005007322,-0.061271127
6150,Gemini,Structured,53,77,permuted_domain,Computer Science,,0.80878234,0.8786029,0.8422481,-0.13486221,0.2795678,0.065308124
6151,Gemini,Structured,54,54,correct,Computer Science,,0.836202,0.9162611,0.8744029,0.02787153,0.5030505,0.2558277
6152,Gemini,Structured,54,105,permuted_global,Computer Science,,0.8176739,0.8238809,0.8207657,-0.08209135,-0.045180507,-0.061976746
6153,Gemini,Structured,54,53,permuted_domain,Computer Science,,0.82359266,0.86147976,0.8421103,-0.04696407,0.17795023,0.064491615
6154,Gemini,Structured,55,55,correct,Computer Science,,0.83429796,0.8878522,0.8602424,0.016571019,0.3344577,0.17192596
6155,Gemini,Structured,55,201,permuted_global,Computer Science,,0.81198984,0.80331326,0.8076282,-0.115825914,-0.16723946,-0.13981718
6156,Gemini,Structured,55,46,permuted_domain,Computer Science,,0.8233324,0.88108206,0.85122895,-0.04850854,0.2942803,0.118520446
6157,Gemini,Structured,56,56,correct,Computer Science,,0.8226394,0.87116456,0.84620684,-0.05262158,0.23542479,0.08876408
6158,Gemini,Structured,56,401,permuted_global,Computer Science,,0.8060496,0.83348215,0.8195363,-0.15108089,0.011798122,-0.06926071
6159,Gemini,Structured,56,60,permuted_domain,Computer Science,,0.8353951,0.8768842,0.855637,0.023082476,0.26936817,0.14463854
6160,Gemini,Structured,57,57,correct,Computer Science,,0.8492788,0.9125479,0.8797773,0.10548124,0.48101455,0.2876716
6161,Gemini,Structured,57,334,permuted_global,Computer Science,,0.78071505,0.8233507,0.8014663,-0.30143943,-0.048326883,-0.17632706
6162,Gemini,Structured,57,87,permuted_domain,Computer Science,,0.787745,0.8065363,0.79702985,-0.25971723,-0.14811218,-0.20261326
6163,Gemini,Structured,58,58,correct,Computer Science,,0.8362887,0.9277849,0.879664,0.028385881,0.5714389,0.28700024
6164,Gemini,Structured,58,147,permuted_global,Computer Science,,0.80470157,0.8024707,0.8035845,-0.15908128,-0.1722397,-0.16377638
6165,Gemini,Structured,58,78,permuted_domain,Computer Science,,0.7992685,0.86028063,0.82865304,-0.19132622,0.170834,-0.01524353
6166,Gemini,Structured,59,59,correct,Computer Science,,0.8213881,0.89038867,0.85449773,-0.060047835,0.34951043,0.13788821
6167,Gemini,Structured,59,106,permuted_global,Computer Science,,0.8052456,0.81431997,0.8097574,-0.15585262,-0.101920016,-0.12720153
6168,Gemini,Structured,59,88,permuted_domain,Computer Science,,0.80923223,0.859305,0.8335173,-0.13219212,0.16504425,0.013577665
6169,Gemini,Structured,60,60,correct,Computer Science,,0.826387,0.92087877,0.87107784,-0.030379966,0.5304543,0.23612656
6170,Gemini,Structured,60,189,permuted_global,Computer Science,,0.8024856,0.77548677,0.7887552,-0.17223297,-0.33237603,-0.25164133
6171,Gemini,Structured,60,63,permuted_domain,Computer Science,,0.80373776,0.84989667,0.82617295,-0.1648014,0.109210275,-0.029938245
6172,Gemini,Structured,61,61,correct,Computer Science,,0.8059175,0.88004154,0.84135,-0.15186481,0.2881053,0.05998703
6173,Gemini,Structured,61,249,permuted_global,Computer Science,,0.8109747,0.83289254,0.82178754,-0.12185062,0.008299081,-0.05592214
6174,Gemini,Structured,61,70,permuted_domain,Computer Science,,0.7953769,0.8409582,0.8175327,-0.2144225,0.056164708,-0.08113225
6175,Gemini,Structured,62,62,correct,Computer Science,,0.8354099,0.91127515,0.871695,0.023170207,0.47346148,0.2397832
6176,Gemini,Structured,62,205,permuted_global,Computer Science,,0.81032723,0.77937186,0.7945482,-0.1256934,-0.30931994,-0.21731715
6177,Gemini,Structured,62,61,permuted_domain,Computer Science,,0.8062526,0.8696927,0.8367719,-0.14987603,0.22668992,0.032861367
6178,Gemini,Structured,63,63,correct,Computer Science,,0.8155679,0.87350726,0.8435438,-0.094590366,0.24932757,0.07298551
6179,Gemini,Structured,63,397,permuted_global,Computer Science,,0.7717372,0.80064344,0.7859247,-0.35472217,-0.18308349,-0.26841226
6180,Gemini,Structured,63,62,permuted_domain,Computer Science,,0.8236561,0.869673,0.8460393,-0.046587683,0.22657318,0.08777134
6181,Gemini,Structured,64,64,correct,Computer Science,,0.80268204,0.87625843,0.837858,-0.17106701,0.2656544,0.039296687
6182,Gemini,Structured,64,247,permuted_global,Computer Science,,0.8002478,0.8202055,0.8101037,-0.18551412,-0.06699221,-0.12514965
6183,Gemini,Structured,64,73,permuted_domain,Computer Science,,0.80005336,0.867637,0.8324758,-0.18666805,0.21449032,0.0074065127
6184,Gemini,Structured,65,65,correct,Computer Science,,0.81398106,0.9098978,0.859271,-0.10400823,0.46528763,0.16617012
6185,Gemini,Structured,65,362,permuted_global,Computer Science,,0.76749843,0.8086953,0.7875585,-0.37987903,-0.13529956,-0.25873175
6186,Gemini,Structured,65,81,permuted_domain,Computer Science,,0.7912808,0.85773134,0.8231672,-0.23873247,0.15570521,-0.047747497
6187,Gemini,Structured,66,66,correct,Computer Science,,0.83320916,0.9224212,0.87554854,0.010109086,0.53960794,0.26261583
6188,Gemini,Structured,66,134,permuted_global,Computer Science,,0.811115,0.8259703,0.81847525,-0.12101789,-0.032781053,-0.0755477
6189,Gemini,Structured,66,50,permuted_domain,Computer Science,,0.7806869,0.816713,0.7982937,-0.30160642,-0.08771869,-0.1951248
6190,Gemini,Structured,67,67,correct,Computer Science,,0.84834385,0.8981181,0.8725217,0.09993233,0.3953807,0.24468155
6191,Gemini,Structured,67,301,permuted_global,Computer Science,,0.79144025,0.8289594,0.80976546,-0.2377862,-0.015042129,-0.12715384
6192,Gemini,Structured,67,35,permuted_domain,Computer Science,,0.8432883,0.8607052,0.85190773,0.06992804,0.17335358,0.122542255
6193,Gemini,Structured,68,68,correct,Computer Science,,0.8297886,0.8886249,0.85819954,-0.0101915095,0.33904338,0.15982167
6194,Gemini,Structured,68,312,permuted_global,Computer Science,,0.82900435,0.83959657,0.83426684,-0.014846139,0.04808423,0.018018676
6195,Gemini,Structured,68,65,permuted_domain,Computer Science,,0.8339066,0.8768239,0.8548269,0.014248303,0.26901022,0.13983873
6196,Gemini,Structured,69,69,correct,Computer Science,,0.83107495,0.89994824,0.86414146,-0.0025572516,0.40624183,0.19502805
6197,Gemini,Structured,69,208,permuted_global,Computer Science,,0.816203,0.82736707,0.8217471,-0.09082117,-0.024491875,-0.056161582
6198,Gemini,Structured,69,44,permuted_domain,Computer Science,,0.8119421,0.8582493,0.83445376,-0.11610927,0.15877908,0.019126192
6199,Gemini,Structured,70,70,correct,Computer Science,,0.8277263,0.911525,0.8676069,-0.022431225,0.4749443,0.21556088
6200,Gemini,Structured,70,282,permuted_global,Computer Science,,0.8014344,0.83444786,0.817608,-0.17847168,0.017529165,-0.080686204
6201,Gemini,Structured,70,32,permuted_domain,Computer Science,,0.83143204,0.8487656,0.8400094,-0.0004379413,0.102498,0.052043714
6202,Gemini,Structured,71,71,correct,Computer Science,,0.83570135,0.9138472,0.87302905,0.02490004,0.4887254,0.24768767
6203,Gemini,Structured,71,160,permuted_global,Computer Science,,0.8171651,0.84767526,0.83214056,-0.085111305,0.09602732,0.00542033
6204,Gemini,Structured,71,43,permuted_domain,Computer Science,,0.815644,0.8340994,0.8247685,-0.09413863,0.015461292,-0.0382598
6205,Gemini,Structured,72,72,correct,Computer Science,,0.82681465,0.8898799,0.8571888,-0.027841816,0.34649107,0.15383312
6206,Gemini,Structured,72,317,permuted_global,Computer Science,,0.8245257,0.8226565,0.82359004,-0.041426487,-0.05244671,-0.045242168
6207,Gemini,Structured,72,39,permuted_domain,Computer Science,,0.8355855,0.86237186,0.8487674,0.024212351,0.18324444,0.10393557
6208,Gemini,Structured,73,73,correct,Computer Science,,0.8313596,0.91675645,0.8719722,-0.0008677463,0.5059903,0.24142575
6209,Gemini,Structured,73,316,permuted_global,Computer Science,,0.8179139,0.82293725,0.8204179,-0.08066715,-0.05078067,-0.06403745
6210,Gemini,Structured,73,86,permuted_domain,Computer Science,,0.7979124,0.82976544,0.8135272,-0.19937436,-0.010258714,-0.10486509
6211,Gemini,Structured,74,74,correct,Computer Science,,0.8283918,0.9138316,0.86901665,-0.018481618,0.4886327,0.22391386
6212,Gemini,Structured,74,305,permuted_global,Computer Science,,0.761859,0.79459715,0.7778838,-0.41334864,-0.21896529,-0.31605488
6213,Gemini,Structured,74,67,permuted_domain,Computer Science,,0.81064034,0.8799863,0.8438911,-0.12383515,0.2877774,0.07504303
6214,Gemini,Structured,75,75,correct,Computer Science,,0.81291604,0.886757,0.8482325,-0.11032901,0.32795838,0.10076629
6215,Gemini,Structured,75,306,permuted_global,Computer Science,,0.8175224,0.81905353,0.8182872,-0.08299058,-0.073828645,-0.07666193
6216,Gemini,Structured,75,57,permuted_domain,Computer Science,,0.8099098,0.841645,0.8254725,-0.1281707,0.060240675,-0.034088604
6217,Gemini,Structured,76,76,correct,Computer Science,,0.8204875,0.86019874,0.83987397,-0.06539298,0.17034799,0.05124133
6218,Gemini,Structured,76,241,permuted_global,Computer Science,,0.79962057,0.79955935,0.79958993,-0.18923663,-0.18951702,-0.1874446
6219,Gemini,Structured,76,66,permuted_domain,Computer Science,,0.81703705,0.8431082,0.8298679,-0.08587116,0.0689239,-0.008045383
6220,Gemini,Structured,77,77,correct,Computer Science,,0.8234137,0.91164786,0.86528724,-0.04802603,0.47567332,0.20181687
6221,Gemini,Structured,77,356,permuted_global,Computer Science,,0.77990246,0.8091105,0.79423803,-0.3062621,-0.13283552,-0.21915501
6222,Gemini,Structured,77,76,permuted_domain,Computer Science,,0.8069662,0.8395633,0.8229421,-0.14564094,0.047886852,-0.04908139
6223,Gemini,Structured,78,78,correct,Computer Science,,0.81735796,0.9106394,0.86148095,-0.083966576,0.46968865,0.1792643
6224,Gemini,Structured,78,28,permuted_global,Computer Science,,0.8171556,0.84096164,0.8288877,-0.08516755,0.056185223,-0.013853131
6225,Gemini,Structured,78,79,permuted_domain,Computer Science,,0.832376,0.89732873,0.86363286,0.005164382,0.39069635,0.19201452
6226,Gemini,Structured,79,79,correct,Computer Science,,0.84417415,0.9343109,0.8869584,0.07518546,0.61016744,0.33022022
6227,Gemini,Structured,79,354,permuted_global,Computer Science,,0.79090387,0.78508556,0.78798395,-0.24096958,-0.2754119,-0.2562109
6228,Gemini,Structured,79,54,permuted_domain,Computer Science,,0.82111084,0.8645412,0.8422665,-0.061693475,0.19611824,0.06541725
6229,Gemini,Structured,80,80,correct,Computer Science,,0.8389303,0.94791955,0.890101,0.044063684,0.69092804,0.34884033
6230,Gemini,Structured,80,196,permuted_global,Computer Science,,0.8051266,0.84004796,0.82221663,-0.1565587,0.050762985,-0.053379726
6231,Gemini,Structured,80,27,permuted_domain,Computer Science,,0.82378054,0.85755765,0.8403298,-0.045849055,0.15467447,0.05394231
6232,Gemini,Structured,81,81,correct,Computer Science,,0.8239719,0.91814435,0.86851287,-0.04471317,0.5142268,0.22092894
6233,Gemini,Structured,81,388,permuted_global,Computer Science,,0.77347445,0.79103565,0.78215647,-0.34441182,-0.24010102,-0.29073918
6234,Gemini,Structured,81,30,permuted_domain,Computer Science,,0.8148735,0.8363997,0.82549626,-0.09871154,0.029112222,-0.033947695
6235,Gemini,Structured,82,82,correct,Computer Science,,0.8200008,0.86733806,0.8430055,-0.068281345,0.21271639,0.06979575
6236,Gemini,Structured,82,12,permuted_global,Computer Science,,0.79268676,0.81256664,0.8025035,-0.23038824,-0.11232517,-0.17018133
6237,Gemini,Structured,82,25,permuted_domain,Computer Science,,0.82817376,0.84473884,0.83637434,-0.01977563,0.07860109,0.030505778
6238,Gemini,Structured,83,83,correct,Computer Science,,0.8503487,0.9111678,0.8797083,0.11183103,0.47282442,0.28726265
6239,Gemini,Structured,83,232,permuted_global,Computer Science,,0.80875015,0.8082931,0.8085215,-0.13505323,-0.1376865,-0.13452433
6240,Gemini,Structured,83,59,permuted_domain,Computer Science,,0.8090329,0.84292483,0.8256312,-0.13337505,0.067835845,-0.033148136
6241,Gemini,Structured,84,84,correct,Computer Science,,0.828491,0.904229,0.8647047,-0.01789298,0.43164596,0.19836542
6242,Gemini,Structured,84,258,permuted_global,Computer Science,,0.808087,0.80722994,0.80765826,-0.13898905,-0.14399588,-0.13963918
6243,Gemini,Structured,84,34,permuted_domain,Computer Science,,0.8244449,0.81055427,0.8174405,-0.04190617,-0.124267615,-0.08167859
6244,Gemini,Structured,85,85,correct,Computer Science,,0.8465208,0.9181695,0.88089067,0.08911256,0.51437604,0.2942683
6245,Gemini,Structured,85,259,permuted_global,Computer Science,,0.8115169,0.82252854,0.8169856,-0.11863291,-0.053206157,-0.08437393
6246,Gemini,Structured,85,31,permuted_domain,Computer Science,,0.8273388,0.8296217,0.8284787,-0.024730947,-0.011111897,-0.016276529
6247,Gemini,Structured,86,86,correct,Computer Science,,0.81505656,0.8948151,0.8530756,-0.09762517,0.3757791,0.12946211
6248,Gemini,Structured,86,313,permuted_global,Computer Science,,0.7943278,0.8460673,0.81938154,-0.22064883,0.0864849,-0.070177875
6249,Gemini,Structured,86,64,permuted_domain,Computer Science,,0.804333,0.8350512,0.81940424,-0.16126888,0.021109562,-0.07004332
6250,Gemini,Structured,87,87,correct,Computer Science,,0.8090832,0.888641,0.84699804,-0.13307649,0.3391389,0.093451954
6251,Gemini,Structured,87,214,permuted_global,Computer Science,,0.81319827,0.80569625,0.8094298,-0.10865401,-0.15309757,-0.12914251
6252,Gemini,Structured,87,41,permuted_domain,Computer Science,,0.82463264,0.83498275,0.82977545,-0.04079186,0.020703487,-0.008593137
6253,Gemini,Structured,88,88,correct,Computer Science,,0.82632446,0.92042243,0.8708389,-0.030751048,0.52774614,0.23471074
